RunId,Success,Duration,TotalTrucks,TotalParcels,MinInterarrival,MaxBeltLoad,MaxStationLoad,AvgProcessingTime,StationLoadStdDev
619,0,3829,9,1047,9,300,50,5.08,49.85
620,1,28800,65,6557,1,285,50,5.02,106.26
621,0,25562,58,5836,1,300,50,4.99,148.89
622,0,4350,14,1563,5,300,50,4.99,57.61
623,1,28800,64,5997,2,196,50,4.99,168.52
624,1,28800,59,5816,4,297,50,5.01,112.30
625,1,28800,48,4689,7,253,50,5.01,86.89
626,1,28800,64,6454,2,218,50,5.00,117.08
627,1,28800,62,6508,14,268,50,5.00,151.19
628,1,28800,56,5586,4,168,50,5.00,128.61
629,1,28800,71,7118,11,197,50,4.99,118.25
630,1,28800,66,6602,8,261,50,5.03,131.44
631,0,27265,58,5554,6,300,50,4.99,152.79
632,1,28800,70,7065,5,282,50,5.04,99.39
633,0,10342,20,1991,32,300,50,4.98,67.97
634,1,28800,54,5198,5,152,50,4.99,105.14
635,1,28800,56,5555,4,230,50,5.02,142.66
636,1,28800,61,5928,25,199,50,4.99,106.14
637,1,28800,48,4985,2,218,50,4.99,121.19
638,1,28800,58,5603,4,189,50,5.02,107.83
639,0,28407,67,7056,4,300,50,5.00,127.62
640,1,28800,51,4914,6,237,50,5.01,113.18
641,1,28800,61,6106,6,240,50,4.99,151.10
642,0,21826,59,5636,3,300,50,5.02,113.07
643,1,28800,68,6365,3,162,50,5.00,138.67
644,1,28800,65,7041,3,244,50,4.98,131.89
645,0,4124,12,1228,4,300,50,5.11,52.03
646,1,28800,69,6976,21,228,50,4.98,99.37
647,1,28800,64,6557,2,291,50,4.98,124.76
648,1,28800,62,6181,7,290,50,4.99,106.51
649,1,28800,60,5984,4,251,50,4.99,116.83
650,1,28800,53,5253,18,186,50,4.99,133.93
651,0,21571,59,5960,6,300,50,4.98,130.18
652,1,28800,61,6147,4,261,50,4.97,105.19
653,0,23701,44,4611,7,300,50,4.97,124.69
654,0,1035,6,595,66,300,50,5.01,35.81
655,1,28800,75,7435,1,216,50,5.00,138.75
656,1,28800,63,6277,17,230,50,5.00,116.82
657,1,28800,68,6999,6,254,50,5.00,83.20
658,1,28800,66,6426,2,261,50,4.97,129.97
659,1,28800,63,6354,25,296,50,4.99,115.43
660,1,28800,58,6098,5,249,50,5.01,121.47
661,1,28800,63,6367,1,246,50,4.99,105.89
662,0,1760,11,1026,1,300,50,5.04,54.83
663,0,2796,12,1124,5,300,50,4.99,39.75
664,0,12026,29,2735,14,300,50,5.01,72.43
665,1,28800,71,6844,4,241,50,5.01,163.19
666,1,28800,44,4047,46,149,50,5.05,62.44
667,1,28800,70,6669,1,239,50,4.99,138.92
668,0,17586,41,3974,11,300,50,5.00,81.96
669,1,28800,69,6920,2,265,50,5.02,157.39
670,1,28800,63,6049,1,258,50,5.00,78.39
671,1,28800,55,5719,1,217,50,5.02,119.86
672,1,28800,66,6296,9,289,50,4.98,139.23
673,1,28800,67,6324,9,253,50,5.02,121.53
674,1,28800,52,5663,24,194,50,5.02,102.09
675,1,28800,58,5989,13,248,50,4.98,131.74
676,1,28800,64,6396,6,218,50,5.00,68.01
677,0,11700,20,2189,22,300,50,4.98,59.00
678,1,28800,65,6219,9,208,50,5.03,112.46
679,1,28800,56,5624,5,247,50,5.02,125.92
680,1,28800,60,5758,1,206,50,4.99,99.63
681,1,28800,63,6171,12,210,50,5.04,168.52
682,1,28800,59,5643,10,179,50,5.01,129.73
683,1,28800,69,6713,13,280,50,5.01,124.54
684,0,1869,9,748,8,300,50,4.90,26.75
685,0,11008,29,2812,26,300,50,4.99,69.21
686,1,28800,53,5327,17,286,50,4.98,101.64
687,1,28800,66,6868,4,250,50,4.96,162.55
688,1,28800,52,5381,15,201,50,4.98,111.66
689,0,28312,69,6870,8,300,50,5.03,120.45
690,1,28800,63,6463,8,221,50,5.02,122.71
691,1,28800,60,6030,3,265,50,4.98,133.85
692,1,28800,71,6892,3,210,50,5.02,102.62
693,0,27102,79,8074,1,300,50,4.99,145.49
694,0,20362,41,4291,1,300,50,5.04,128.19
695,1,28800,65,6146,2,160,50,4.98,111.29
696,1,28800,57,5961,1,200,50,5.00,91.39
697,1,28800,63,6321,2,233,50,5.04,164.11
698,0,4218,8,792,11,300,50,4.94,39.90
699,1,28800,60,6034,3,230,50,4.99,115.26
700,1,28800,61,6064,2,238,50,5.01,126.49
701,1,28800,62,5731,2,210,50,5.02,146.99
702,0,20219,43,4505,22,300,50,5.00,121.92
703,0,20428,53,5264,8,300,50,5.00,138.35
704,0,1390,6,603,10,300,50,4.97,27.02
705,0,9687,31,3166,5,300,50,5.05,69.62
706,1,28800,62,6119,7,222,50,4.99,109.84
707,0,15246,34,3214,16,300,50,5.04,84.74
708,1,28800,75,7790,6,243,50,5.01,136.97
709,0,22334,49,4957,2,300,50,4.98,92.88
710,1,28800,62,6071,3,207,50,5.01,89.53
711,1,28800,52,5396,7,258,50,5.00,147.55
712,0,15548,47,5035,8,300,50,4.97,120.34
713,1,28800,65,6591,13,223,50,5.04,144.59
714,1,28800,61,6205,3,230,50,5.02,71.99
715,1,28800,72,7075,1,245,50,5.00,154.48
716,1,28800,57,5852,5,279,50,5.00,105.27
717,1,28800,56,5710,12,234,50,5.01,117.93
718,1,28800,71,7497,11,281,50,4.97,182.48
719,1,28800,57,5682,5,232,50,4.99,143.87
720,0,7586,19,2092,7,300,50,5.04,78.48
721,1,28800,66,6780,7,274,50,5.01,94.13
722,0,22150,50,4911,16,300,50,5.02,112.62
723,0,21690,48,4828,2,300,50,4.99,113.84
724,1,28800,71,6684,11,264,50,5.00,156.38
725,1,28800,53,5507,10,272,50,4.99,144.50
726,1,28800,65,5984,6,235,50,5.00,102.08
727,0,15895,36,3804,12,300,50,4.98,100.80
728,1,28800,55,5095,22,224,50,4.99,136.28
729,0,13830,37,3846,6,300,50,4.97,62.02
730,1,28800,64,6567,5,181,50,5.01,127.15
731,1,28800,47,4685,39,204,50,5.02,131.81
732,1,28800,62,6136,1,283,50,4.99,105.05
733,1,28800,62,6466,19,271,50,5.02,121.40
734,1,28800,60,6067,5,223,50,5.01,137.35
735,1,28800,70,7109,13,249,50,5.01,127.82
736,0,9452,25,2487,1,300,50,5.05,86.87
737,1,28800,64,6532,2,204,50,4.99,109.07
738,1,28800,71,7022,11,300,50,5.00,125.82
739,1,28800,64,6213,7,235,50,5.02,96.47
740,1,28800,65,6734,5,234,50,5.03,115.31
741,1,28800,61,6153,2,182,50,4.99,106.11
742,1,28800,59,5906,24,154,50,4.99,165.38
743,0,356,4,440,64,300,50,5.14,21.64
744,1,28800,70,7074,7,250,50,5.03,153.23
745,1,28800,73,7491,2,275,50,4.98,151.87
746,0,27182,63,6367,2,300,50,5.01,145.69
747,1,28800,74,7431,9,236,50,4.99,152.95
748,1,28800,56,5574,25,196,50,5.01,93.12
749,1,28800,60,6111,2,211,50,4.98,152.98
750,1,28800,49,4956,2,197,50,4.99,113.04
751,1,28800,62,5925,9,198,50,5.01,117.71
752,1,28800,67,6584,10,193,50,4.98,139.89
753,0,12988,34,3538,3,300,50,5.03,92.47
754,0,8721,20,2096,2,300,50,5.02,68.75
755,0,17767,54,5401,6,300,50,4.99,121.28
756,1,28800,63,6313,9,251,50,4.98,160.54
757,1,28800,54,5476,2,205,50,4.99,129.48
758,1,28800,56,5405,4,174,50,4.99,119.07
759,1,28800,50,5049,3,270,50,5.01,138.65
760,1,28800,59,6276,6,187,50,5.02,134.96
761,1,28800,71,7146,3,276,50,4.98,124.56
762,0,10259,34,3462,6,300,50,4.96,87.29
763,1,28800,83,8242,3,260,50,5.00,117.61
764,0,4549,19,1974,23,300,50,5.02,65.14
765,1,28800,67,6250,6,146,50,4.97,135.58
766,0,13156,34,3582,7,300,50,4.98,105.82
767,0,8634,24,2282,15,300,50,5.05,71.44
768,1,28800,56,5432,16,246,50,5.02,97.76
769,0,8964,27,2560,12,300,50,5.02,76.89
770,1,28800,56,5335,5,162,50,4.99,99.66
771,1,28800,55,5475,19,233,50,5.00,116.16
772,0,17682,53,5268,6,300,50,5.01,124.52
773,1,28800,49,4770,19,141,50,4.98,100.21
774,1,28800,56,5283,10,280,50,4.99,115.55
775,1,28800,63,6616,3,283,50,4.99,103.83
776,1,28800,63,6467,3,221,50,4.95,142.92
777,1,28800,70,6844,2,266,50,5.00,114.11
778,0,9746,28,2993,15,300,50,5.02,85.86
779,1,28800,66,6283,14,244,50,5.02,116.82
780,1,28800,68,6889,3,298,50,5.00,98.40
781,0,20288,38,3879,3,300,50,5.00,115.68
782,1,28800,52,5152,7,266,50,5.02,141.89
783,0,22340,56,5196,6,300,50,5.04,103.69
784,1,28800,67,6902,7,239,50,5.01,141.34
785,1,28800,56,5675,3,286,50,5.00,89.48
786,1,28800,64,6410,10,256,50,5.01,114.01
787,1,28800,74,7179,1,298,50,4.98,96.05
788,1,28800,68,6419,1,284,50,4.99,142.71
789,1,28800,66,6516,21,175,50,4.96,104.89
790,0,4317,11,1030,2,300,50,5.08,41.19
791,0,14341,34,3299,43,300,50,5.00,91.31
792,1,28800,43,4360,18,194,50,5.01,86.26
793,0,5413,18,1853,9,300,50,4.99,63.83
794,1,28800,54,5329,1,283,50,5.02,100.97
795,0,21534,50,5139,5,300,50,4.99,116.96
796,1,28800,57,5591,14,267,50,4.97,87.09
797,1,28800,57,5933,8,223,50,4.99,99.03
798,1,28800,66,6535,2,239,50,5.00,119.25
799,0,1166,7,775,11,300,50,4.96,34.53
800,1,28800,64,6623,7,214,50,5.00,140.59
801,1,28800,67,6676,6,221,50,5.00,125.39
802,0,27968,65,6287,12,300,50,4.99,133.95
803,0,4927,16,1735,4,300,50,4.99,53.81
804,1,28800,50,5156,2,247,50,5.00,117.15
805,1,28800,56,6111,2,246,50,5.02,97.30
806,0,6269,16,1593,27,300,50,5.02,58.95
807,0,20845,60,6186,9,300,50,5.02,96.70
808,1,28800,69,6464,6,293,50,4.99,148.69
809,1,28800,70,7053,4,175,50,5.01,110.73
810,1,28800,56,5445,4,221,50,4.99,115.96
811,0,3723,8,837,31,300,50,4.92,36.20
812,1,28800,60,5833,6,194,50,5.02,135.62
813,1,28800,70,6972,8,257,50,5.00,146.12
814,0,22017,53,5261,6,300,50,5.02,99.44
815,1,28800,71,6860,3,258,50,5.00,130.12
816,0,10363,22,2290,48,300,50,4.99,62.94
817,1,28800,55,5641,31,174,50,5.00,111.05
818,0,28361,73,7418,1,300,50,5.02,128.81
819,0,3941,14,1408,3,300,50,5.03,59.13
820,0,2977,7,675,12,300,50,5.01,28.40
821,1,28800,56,5807,17,208,50,4.99,135.91
822,0,8433,20,2006,30,300,50,5.03,62.25
823,1,28800,60,5775,20,258,50,5.02,133.77
824,1,28800,60,6345,4,240,50,5.03,123.77
825,1,28800,64,6440,7,221,50,4.97,125.73
826,0,1645,8,820,12,300,50,5.06,39.45
827,1,28800,54,5286,24,156,50,5.01,119.72
828,1,28800,58,6066,10,173,50,4.98,100.72
829,0,839,4,485,36,300,50,4.93,20.29
830,0,3488,9,890,24,300,50,5.02,34.53
831,1,28800,79,8454,5,238,50,5.02,177.00
832,1,28800,70,6692,1,260,50,5.02,135.73
833,0,6329,27,2625,1,300,50,5.08,82.64
834,0,27208,71,6682,1,300,50,4.99,150.07
835,1,28800,60,6036,40,220,50,5.01,111.51
836,1,28800,56,5674,9,199,50,5.00,108.82
837,0,4651,13,1124,10,300,50,5.00,39.91
838,1,28800,65,6753,6,254,50,5.01,150.92
839,0,305,4,520,69,300,50,5.08,23.94
840,1,28800,56,5700,5,181,50,4.98,164.07
841,1,28800,72,7580,5,269,50,5.02,176.88
842,1,28800,71,6875,1,258,50,4.97,124.86
843,1,28800,56,5607,21,153,50,5.02,110.82
844,1,28800,70,6920,1,287,50,4.99,116.43
845,1,28800,68,6715,11,231,50,5.01,172.35
846,1,28800,62,6079,1,284,50,5.02,112.64
847,1,28800,74,7696,1,285,50,4.99,165.84
848,0,5970,12,1321,47,300,50,5.01,60.80
849,1,28800,72,7248,2,287,50,5.00,136.84
850,0,21957,46,4698,13,300,50,4.99,101.08
851,1,28800,79,7538,1,240,50,4.99,132.55
852,0,27078,64,6812,7,300,50,5.02,153.30
853,0,22879,58,5746,2,300,50,4.98,138.02
854,1,28800,55,5689,5,246,50,4.97,106.12
855,1,28800,61,6213,6,254,50,5.00,152.50
856,1,28800,64,6476,2,288,50,5.02,106.82
857,1,28800,56,5443,1,271,50,5.00,125.27
858,1,28800,66,6321,2,243,50,4.99,144.52
859,1,28800,61,6243,14,229,50,5.03,107.18
860,1,28800,55,5254,8,224,50,5.00,89.65
861,1,28800,63,6042,8,284,50,5.01,98.91
862,1,28800,58,5624,19,187,50,5.02,87.18
863,0,13117,33,3204,3,300,50,4.97,97.07
864,1,28800,53,5403,12,266,50,5.03,89.86
865,1,28800,74,7336,2,215,50,4.99,110.61
866,1,28800,50,5102,7,221,50,5.00,106.81
867,0,14849,37,3728,1,300,50,4.99,79.51
868,1,28800,61,6044,3,210,50,5.01,121.43
869,1,28800,56,5858,1,250,50,4.99,121.19
870,0,20515,41,4174,2,300,50,5.02,93.93
871,1,28800,74,6970,2,210,50,5.02,108.96
872,1,28800,64,5984,8,232,50,4.99,131.98
873,0,840,5,538,19,300,50,4.97,22.48
874,0,11776,30,3278,11,300,50,5.03,74.27
875,1,28800,68,6529,5,254,50,4.97,133.37
876,1,28800,74,7089,11,191,50,5.01,130.59
877,1,28800,57,5672,8,184,50,5.00,141.51
878,1,28800,65,6763,14,259,50,5.00,138.96
879,0,5378,20,2002,2,300,50,5.04,59.59
880,0,21308,46,4734,2,300,50,5.00,95.66
881,1,28800,63,6286,13,231,50,5.00,127.05
882,1,28800,61,6515,12,277,50,4.99,132.35
883,1,28800,71,6956,3,224,50,4.99,125.07
884,1,28800,70,7328,2,263,50,5.01,156.07
885,1,28800,71,6865,10,280,50,4.99,128.88
886,1,28800,55,5528,7,246,50,5.00,106.19
887,1,28800,61,6047,6,249,50,4.98,127.37
888,1,28800,67,6516,22,259,50,4.99,109.81
889,1,28800,69,7044,4,263,50,5.00,153.09
890,1,28800,65,6323,1,234,50,4.97,151.68
891,1,28800,59,6059,4,246,50,5.01,97.17
892,1,28800,65,6453,6,277,50,5.01,128.15
893,0,26754,63,6416,12,300,50,5.06,136.80
894,1,28800,51,5292,5,281,50,4.98,133.53
895,1,28800,67,6677,1,292,50,5.03,108.66
896,0,21709,51,5293,1,300,50,5.02,102.92
897,0,10582,31,2758,3,300,50,4.98,82.34
898,1,28800,67,6696,19,180,50,5.02,142.03
899,1,28800,75,7147,4,291,50,4.99,91.69
900,1,28800,56,5497,5,251,50,4.98,123.93
901,0,9632,21,2266,34,300,50,5.01,79.27
902,1,28800,67,6927,1,261,50,5.02,136.21
903,1,28800,67,6841,5,171,50,4.97,96.62
904,1,28800,71,7017,8,237,50,4.99,157.17
905,1,28800,65,6469,18,239,50,5.02,161.15
906,0,2856,8,717,14,300,50,5.07,39.06
907,0,23869,50,5057,2,300,50,5.01,106.64
908,0,4781,17,1512,2,300,50,5.05,59.94
909,1,28800,69,6307,15,264,50,4.99,91.33
910,1,28800,52,4870,9,229,50,5.01,109.71
911,0,11696,31,2972,5,300,50,4.98,62.42
912,0,8790,23,2412,3,300,50,4.98,58.10
913,0,22498,50,5213,1,300,50,5.00,142.78
914,1,28800,62,6083,13,245,50,5.02,129.45
915,1,28800,49,4642,53,148,50,5.01,118.17
916,1,28800,45,4704,24,246,50,5.04,100.41
917,1,28800,57,5520,16,204,50,4.99,125.38
918,1,28800,67,6665,12,274,50,5.03,136.93
919,1,28800,58,5850,3,276,50,4.98,102.59
920,1,28800,71,6804,7,241,50,5.02,144.04
921,1,28800,57,5882,18,242,50,5.01,98.28
922,1,28800,55,5744,7,243,50,5.01,122.85
923,1,28800,75,7551,1,247,50,5.00,97.41
924,1,28800,71,7045,1,272,50,4.99,119.50
925,1,28800,64,6335,4,283,50,4.98,140.70
926,1,28800,55,5157,13,215,50,4.99,138.41
927,1,28800,73,7502,7,273,50,4.99,121.96
928,1,28800,69,6661,10,243,50,5.02,150.81
929,1,28800,61,6053,13,265,50,4.98,107.77
930,1,28800,62,6024,8,171,50,4.98,71.88
931,0,15661,37,3565,4,300,50,5.03,77.85
932,1,28800,65,6078,5,203,50,5.01,141.50
933,0,16241,35,3238,10,300,50,5.03,84.41
934,0,14835,41,4014,11,300,50,4.98,112.30
935,0,14580,37,3955,9,300,50,5.01,95.97
936,0,12013,27,2784,4,300,50,4.99,86.32
937,1,28800,57,5791,4,251,50,4.98,119.60
938,0,24180,47,4470,9,300,50,5.05,118.63
939,1,28800,68,6391,8,263,50,5.02,145.42
940,1,28800,61,5720,13,235,50,5.01,97.56
941,1,28800,63,6355,2,280,50,4.99,117.30
942,0,19427,39,4178,14,300,50,4.94,119.97
943,1,28800,55,5497,23,232,50,5.00,91.00
944,1,28800,62,6321,27,151,50,4.99,127.49
945,1,28800,67,6640,4,265,50,4.97,124.83
946,1,28800,59,5576,1,166,50,5.01,117.97
947,1,28800,75,7728,2,242,50,4.98,119.25
948,0,11239,22,2148,9,300,50,5.03,58.35
949,0,6290,16,1626,15,300,50,5.00,55.59
950,1,28800,67,6601,4,269,50,5.00,140.13
951,1,28800,62,6289,6,232,50,5.02,93.41
952,0,22818,72,7022,3,300,50,5.05,144.18
953,0,25710,48,4733,4,300,50,4.99,126.00
954,1,28800,68,7074,6,260,50,4.99,139.64
955,1,28800,65,6648,14,281,50,4.99,144.16
956,1,28800,57,5561,14,290,50,4.98,121.90
957,1,28800,69,6635,3,278,50,4.98,132.52
958,1,28800,63,6195,13,251,50,5.00,134.39
959,1,28800,61,6039,3,189,50,4.97,113.43
960,1,28800,63,6225,7,220,50,5.00,120.40
961,0,26431,71,7378,3,300,50,5.04,127.54
962,0,3158,10,998,4,300,50,5.03,41.66
963,0,28026,63,6333,1,300,50,5.02,114.69
964,1,28800,66,6435,2,203,50,5.01,113.62
965,1,28800,74,7267,22,286,50,4.96,143.02
966,1,28800,70,6853,8,213,50,4.98,131.95
967,1,28800,57,5585,9,288,50,5.00,90.42
968,0,16276,39,4113,3,300,50,4.99,126.93
969,0,6787,17,1712,18,300,50,4.97,48.10
970,1,28800,58,5834,8,246,50,5.02,129.86
971,1,28800,74,7429,2,251,50,5.00,126.05
972,1,28800,62,6570,3,163,50,5.02,141.58
973,0,23500,62,6193,14,300,50,5.06,91.86
974,1,28800,75,7688,7,266,50,5.01,91.03
975,1,28800,55,5541,11,249,50,5.02,123.56
976,0,6891,15,1663,17,300,50,4.93,71.11
977,1,28800,66,6646,3,287,50,5.02,134.38
978,0,20249,49,4954,11,300,50,5.01,57.34
979,1,28800,76,7391,4,252,50,5.03,107.32
980,1,28800,65,6661,3,220,50,5.00,114.18
981,0,13382,33,3294,1,300,50,5.04,77.50
982,1,28800,51,4899,7,217,50,5.00,105.74
983,1,28800,58,5619,6,242,50,5.04,125.29
984,1,28800,61,6256,1,236,50,5.01,119.13
985,0,3771,12,1253,14,300,50,5.00,45.24
986,1,28800,56,5183,9,224,50,4.98,114.71
987,0,22278,61,6524,12,300,50,5.01,124.02
988,1,28800,59,5882,6,281,50,5.00,94.77
989,0,24058,63,6228,19,300,50,5.03,140.78
990,0,12278,34,3403,7,300,50,4.98,83.79
991,1,28800,59,5503,4,224,50,4.99,147.34
992,1,28800,65,6438,6,280,50,5.00,117.20
993,1,28800,65,6441,3,190,50,4.98,134.38
994,1,28800,67,6602,4,178,50,5.03,111.59
995,0,18289,61,5954,10,300,50,4.99,115.13
996,1,28800,62,6488,9,254,50,4.99,162.65
997,1,28800,53,5210,2,252,50,5.00,144.13
998,1,28800,69,7162,3,258,50,4.99,136.87
999,1,28800,65,6425,4,188,50,5.00,141.31
1000,0,16430,43,4204,1,300,50,5.01,89.37
